1.80000000000000	69	72	57
1.81171875000000	72	57	0
3	72	57	74
3.02343750000000	57	74	0
3.60000000000000	74	76	57
3.61171875000000	76	57	0
4.50000000000000	76	57	77
4.51640625000000	57	77	0
4.80000000000000	57	77	76
4.80468750000000	57	76	0
5.40000000000000	76	74	55
5.41171875000000	74	55	0
6.60000000000000	74	55	71
6.62343750000000	55	71	0
7.20000000000000	71	67	55
7.21171875000000	67	55	0
8.10000000000000	67	55	69
8.11640625000000	55	69	0
8.40000000000000	55	69	71
8.40468750000000	55	71	0
9	71	72	53
9.01171875000000	72	53	0
10.2000000000000	72	53	69
10.2234375000000	53	69	0
10.8000000000000	69	53	0
11.7000000000000	69	53	68
11.7164062500000	53	68	0
12	53	68	69
12.0046875000000	53	69	0
12.6000000000000	69	71	52
12.6117187500000	71	52	0
13.8000000000000	71	52	68
13.8234375000000	52	68	0
14.4000000000000	68	64	52
14.4117187500000	64	52	0
15.5390625000000	52	0	0
15.6000000000000	52	69	0
16.2000000000000	69	72	57
16.2117187500000	72	57	0
17.4000000000000	72	57	74
17.4234375000000	57	74	0
18	74	76	57
18.0117187500000	76	57	0
18.9000000000000	76	57	77
18.9164062500000	57	77	0
19.2000000000000	57	77	76
19.2046875000000	57	76	0
19.8000000000000	76	74	55
19.8117187500000	74	55	0
21	74	55	71
21.0234375000000	55	71	0
21.6000000000000	71	67	55
21.6117187500000	67	55	0
22.5000000000000	67	55	69
22.5164062500000	55	69	0
22.8000000000000	55	69	71
22.8046875000000	55	71	0
23.4000000000000	71	72	53
23.4117187500000	72	53	0
24.3000000000000	72	53	71
24.3164062500000	53	71	0
24.6000000000000	53	71	69
24.6046875000000	53	69	0
25.2000000000000	69	68	52
25.2117187500000	68	52	0
26.1000000000000	68	52	66
26.1164062500000	52	66	0
26.4000000000000	52	66	68
26.4046875000000	52	68	0
27	68	69	57
27.0117187500000	69	57	0
28.8000000000000	69	57	0
30.5085937500000	57	0	0
30.6000000000000	79	60	0
32.4000000000000	79	60	0
33.3000000000000	79	60	77
33.3164062500000	60	77	0
33.6000000000000	60	77	76
33.6046875000000	60	76	0
34.2000000000000	76	74	55
34.2117187500000	74	55	0
35.4000000000000	74	55	71
35.4234375000000	55	71	0
36	71	67	55
36.0117187500000	67	55	0
36.9000000000000	67	55	69
36.9164062500000	55	69	0
37.2000000000000	55	69	71
37.2046875000000	55	71	0
37.8000000000000	71	72	57
37.8117187500000	72	57	0
39	72	57	69
39.0234375000000	57	69	0
39.6000000000000	69	57	0
40.5000000000000	69	57	68
40.5164062500000	57	68	0
40.8000000000000	57	68	69
40.8046875000000	57	69	0
41.4000000000000	69	71	52
41.4117187500000	71	52	0
42.6000000000000	71	52	68
42.6234375000000	52	68	0
43.2000000000000	68	64	52
43.2117187500000	64	52	0
44.9085937500000	52	0	0
45	79	60	0
46.8000000000000	79	60	0
47.7000000000000	79	60	77
47.7164062500000	60	77	0
48	60	77	76
48.0046875000000	60	76	0
48.6000000000000	76	74	55
48.6117187500000	74	55	0
49.8000000000000	74	55	71
49.8234375000000	55	71	0
50.4000000000000	71	67	55
50.4117187500000	67	55	0
51.3000000000000	67	55	69
51.3164062500000	55	69	0
51.6000000000000	55	69	71
51.6046875000000	55	71	0
52.2000000000000	71	72	53
52.2117187500000	72	53	0
53.1000000000000	72	53	71
53.1164062500000	53	71	0
53.4000000000000	53	71	69
53.4046875000000	53	69	0
54	69	68	52
54.0117187500000	68	52	0
54.9000000000000	68	52	66
54.9164062500000	52	66	0
55.2000000000000	52	66	68
55.2046875000000	52	68	0
55.8000000000000	68	69	57
55.8117187500000	69	57	0
57.6000000000000	69	57	0
59.3085937500000	57	0	0
59.4000000000000	0	0	0
