0.857142000000000	64	0
1.71428400000000	64	65
1.73102505468750	65	0
2.57142600000000	65	67
2.58816705468750	67	0
3.42856800000000	67	0
4.28571000000000	67	65
4.30245105468750	65	0
5.14285200000000	65	64
5.15959305468750	64	0
5.99999400000000	64	62
6.01673505468750	62	0
6.85713600000000	62	60
6.87387705468750	60	0
7.71427800000000	60	0
8.57142000000000	60	62
8.58816105468750	62	0
9.42856200000000	62	64
9.44530305468750	64	0
10.2857040000000	64	0
11.5714170000000	64	62
11.5948544765625	62	0
11.9999880000000	62	0
13.6272185156250	0	0
13.7142720000000	64	0
14.5714140000000	64	0
15.4285560000000	64	65
15.4452970546875	65	0
16.2856980000000	65	67
16.3024390546875	67	0
17.1428400000000	67	0
17.9999820000000	67	65
18.0167230546875	65	0
18.8571240000000	65	64
18.8738650546875	64	0
19.7142660000000	64	62
19.7310070546875	62	0
20.5714080000000	62	60
20.5881490546875	60	0
21.4285500000000	60	0
22.2856920000000	60	62
22.3024330546875	62	0
23.1428340000000	62	64
23.1595750546875	64	0
23.9999760000000	64	62
24.0167170546875	62	0
25.2856890000000	62	60
25.3091264765625	60	0
25.7142600000000	60	0
27.3414905156250	0	0
27.4285440000000	62	0
29.1428280000000	62	64
29.1763101093750	64	0
29.9999700000000	64	60
30.0167110546875	60	0
30.8571120000000	60	62
30.8738530546875	62	0
31.7142540000000	62	64
31.7309950546875	64	0
32.1428250000000	64	65
32.1495214218750	65	0
32.5713960000000	65	64
32.5780924218750	64	0
33.4285380000000	64	60
33.4452790546875	60	0
34.2856800000000	60	62
34.3024210546875	62	0
35.1428220000000	62	64
35.1595630546875	64	0
35.5713930000000	64	65
35.5780894218750	65	0
35.9999640000000	65	64
36.0066604218750	64	0
36.8571060000000	64	62
36.8738470546875	62	0
37.7142480000000	62	60
37.7309890546875	60	0
38.5713900000000	60	62
38.5881310546875	62	0
39.4285320000000	62	67
39.4452730546875	67	0
41.0557625156250	0	0
41.1428160000000	64	0
41.9999580000000	64	0
42.8571000000000	64	65
42.8738410546875	65	0
43.7142420000000	65	67
43.7309830546875	67	0
44.5713840000000	67	0
45.4285260000000	67	65
45.4452670546875	65	0
46.2856680000000	65	64
46.3024090546875	64	0
47.1428100000000	64	62
47.1595510546875	62	0
47.9999520000000	62	60
48.0166930546875	60	0
48.8570940000000	60	0
49.7142360000000	60	62
49.7309770546875	62	0
50.5713780000000	62	64
50.5881190546875	64	0
51.4285200000000	64	62
51.4452610546875	62	0
52.7142330000000	62	60
52.7376704765625	60	0
53.1428040000000	60	0
54.7700345156250	0	0
