1.41176000000000	55	0	0
1.76470000000000	55	64	0
2.11764000000000	55	62	0
2.47058000000000	55	60	0
2.82352000000000	55	0	0
3.88234000000000	55	0	0
4.23528000000000	55	0	0
4.58822000000000	55	64	0
4.94116000000000	55	62	0
5.29410000000000	55	60	0
5.64704000000000	57	0	0
6.70586000000000	57	0	0
7.05880000000000	57	0	0
7.41174000000000	57	65	0
7.76468000000000	57	64	0
8.11762000000000	57	62	0
8.47056000000000	59	0	0
9.88232000000000	67	59	0
10.2352600000000	59	67	0
10.5882000000000	59	65	0
10.9411400000000	59	62	0
11.2940800000000	64	60	0
12.3529000000000	55	0	0
12.7058400000000	55	0	0
13.0587800000000	55	64	0
13.4117200000000	55	62	0
13.7646600000000	55	60	0
14.1176000000000	55	0	0
15.1764200000000	55	0	0
15.5293600000000	55	0	0
15.8823000000000	55	64	0
16.2352400000000	55	62	0
16.5881800000000	55	60	0
16.9411200000000	57	0	0
17.9999400000000	57	0	0
18.3528800000000	57	0	0
18.7058200000000	57	65	0
19.0587600000000	57	64	0
19.4117000000000	57	62	0
19.7646400000000	67	59	0
20.1175800000000	59	67	0
20.4705200000000	59	67	0
20.8234600000000	59	67	0
21.1764000000000	69	59	0
21.5293400000000	59	67	0
21.8822800000000	59	65	0
22.2352200000000	59	62	0
22.5881600000000	60	0	0
23.2940400000000	67	0	0
23.9999200000000	64	60	0
24.3528600000000	60	64	0
24.7058000000000	64	55	0
25.4116800000000	64	60	0
25.7646200000000	60	64	0
26.1175600000000	64	55	0
26.8234400000000	64	60	0
27.1763800000000	60	67	0
27.5293200000000	60	55	0
27.8822600000000	55	62	0
28.2352000000000	64	60	0
28.9410800000000	64	55	0
29.6469600000000	65	59	0
29.9999000000000	59	65	0
30.3528400000000	65	55	0
30.7057800000000	55	65	0
31.0587200000000	65	60	0
31.4116600000000	65	60	64
31.4185533593750	60	64	0
31.7466772656250	60	0	0
31.7646000000000	64	55	0
32.1175400000000	55	64	0
32.4704800000000	64	54	0
32.8234200000000	64	54	62
32.8303133593750	54	62	0
33.1584372656250	54	0	0
33.1763600000000	54	62	0
33.5293000000000	54	64	0
33.8822400000000	62	55	0
34.5881200000000	55	67	0
35.2940000000000	64	60	0
35.6469400000000	60	64	0
35.9998800000000	64	55	0
36.7057600000000	64	60	0
37.0587000000000	60	64	0
37.4116400000000	64	55	0
38.1175200000000	64	60	0
38.4704600000000	60	67	0
38.8234000000000	60	55	0
39.1763400000000	55	62	0
39.5292800000000	64	60	0
40.2351600000000	64	55	0
40.9410400000000	65	59	0
41.2939800000000	59	65	0
41.6469200000000	65	55	0
41.9998600000000	55	65	0
42.3528000000000	65	60	0
42.7057400000000	65	60	64
42.7126333593750	60	64	0
43.0407572656250	60	0	0
43.0586800000000	64	55	0
43.4116200000000	55	64	0
43.7645600000000	67	55	0
44.1175000000000	67	55	0
44.4704400000000	65	57	0
44.8233800000000	65	62	59
44.8302733593750	62	59	0
45.1583972656250	59	0	0
45.1763200000000	60	60	0
46.2351400000000	0	0	0
