0.600000000000000	67
1.20000000000000	67
1.80000000000000	62
2.40000000000000	64
3	64
3.60000000000000	62
4.80000000000000	71
5.40000000000000	71
6	69
6.60000000000000	69
7.20000000000000	67
8.40000000000000	0
9	62
9.60000000000000	67
10.2000000000000	67
10.8000000000000	67
11.4000000000000	62
12	64
12.6000000000000	64
13.2000000000000	62
14.4000000000000	71
15	71
15.6000000000000	69
16.2000000000000	69
16.8000000000000	67
18	0
18.6000000000000	62
18.9000000000000	62
19.2000000000000	67
19.8000000000000	67
20.4000000000000	67
21	62
21.3000000000000	62
21.6000000000000	67
22.2000000000000	67
22.8000000000000	67
24	67
24.3000000000000	67
24.6000000000000	67
25.2000000000000	67
25.5000000000000	67
25.8000000000000	67
26.4000000000000	67
26.7000000000000	67
27	67
27.3000000000000	67
27.6000000000000	67
28.2000000000000	67
28.8000000000000	67
29.4000000000000	67
30	67
30.6000000000000	62
31.2000000000000	64
31.8000000000000	64
32.4000000000000	62
33.6000000000000	71
34.2000000000000	71
34.8000000000000	69
35.4000000000000	69
36	67
37.2000000000000	0
