0	60	64	48	55	0
0.857142000000000	60	48	55	64	0
0.874106268750000	48	55	64	0	0
1.71428400000000	48	55	64	65	0
1.73124826875000	48	55	65	0	0
2.57142600000000	48	55	65	67	0
2.58839026875000	48	55	67	0	0
3.42856800000000	67	55	0	0	0
4.28571000000000	67	55	65	0	0
4.30267426875000	55	65	0	0	0
5.14285200000000	65	64	55	0	0
5.15981626875000	64	55	0	0	0
5.99999400000000	64	55	62	0	0
6.01695826875000	55	62	0	0	0
6.85713600000000	62	60	48	52	55
6.87410026875000	60	48	52	55	0
7.71427800000000	48	52	55	60	0
8.57142000000000	48	52	55	60	62
8.58838426875000	48	52	55	62	0
9.42856200000000	48	52	55	62	64
9.44552626875000	48	52	55	64	0
10.2857040000000	64	55	0	0	0
11.5714170000000	64	55	62	0	0
11.5946312625000	55	62	0	0	0
11.9999880000000	59	62	55	0	0
13.6276649437500	55	0	0	0	0
13.7142720000000	60	64	48	55	0
14.5714140000000	60	48	55	64	0
14.5883782687500	48	55	64	0	0
15.4285560000000	48	55	64	65	0
15.4455202687500	48	55	65	0	0
16.2856980000000	48	55	65	67	0
16.3026622687500	48	55	67	0	0
17.1428400000000	67	55	0	0	0
17.9999820000000	67	55	65	0	0
18.0169462687500	55	65	0	0	0
18.8571240000000	65	64	55	0	0
18.8740882687500	64	55	0	0	0
19.7142660000000	64	55	62	0	0
19.7312302687500	55	62	0	0	0
20.5714080000000	62	60	48	52	55
20.5883722687500	60	48	52	55	0
21.4285500000000	48	52	55	60	0
22.2856920000000	48	52	55	60	62
22.3026562687500	48	52	55	62	0
23.1428340000000	48	52	55	62	64
23.1597982687500	48	52	55	64	0
23.9999760000000	64	62	55	0	0
24.0169402687500	62	55	0	0	0
25.2856890000000	62	55	60	0	0
25.3089032625000	55	60	0	0	0
25.7142600000000	60	48	0	0	0
27.3419369437500	48	0	0	0	0
27.4285440000000	62	55	0	0	0
28.2856860000000	55	62	0	0	0
29.1428280000000	55	62	64	0	0
29.1597922687500	55	64	0	0	0
29.9999700000000	55	64	60	0	0
30.0169342687500	55	60	0	0	0
30.8571120000000	60	62	55	0	0
30.8740762687500	62	55	0	0	0
31.7142540000000	62	55	64	0	0
31.7312182687500	55	64	0	0	0
32.1428250000000	55	64	65	0	0
32.1499678500000	55	65	0	0	0
32.5713960000000	65	64	55	0	0
32.5785388500000	64	55	0	0	0
33.4285380000000	64	55	60	0	0
33.4455022687500	55	60	0	0	0
34.2856800000000	60	62	55	0	0
34.3026442687500	62	55	0	0	0
35.1428220000000	62	55	64	0	0
35.1597862687500	55	64	0	0	0
35.5713930000000	55	64	65	0	0
35.5785358500000	55	65	0	0	0
35.9999640000000	65	64	56	0	0
36.0071068500000	64	56	0	0	0
36.8571060000000	64	56	62	0	0
36.8740702687500	56	62	0	0	0
37.7142480000000	62	60	57	0	0
37.7312122687500	60	57	0	0	0
38.5713900000000	60	62	54	0	0
38.5883542687500	62	54	0	0	0
39.3847820437500	54	0	0	0	0
39.4285320000000	55	0	0	0	0
40.2856740000000	55	64	0	0	0
41.1428160000000	64	60	0	0	0
41.9999580000000	60	64	0	0	0
42.8571000000000	64	65	58	0	0
42.8740642687500	65	58	0	0	0
43.7142420000000	65	58	67	0	0
43.7312062687500	58	67	0	0	0
44.5713840000000	67	57	0	0	0
45.4285260000000	67	57	65	0	0
45.4454902687500	57	65	0	0	0
46.2856680000000	65	64	53	0	0
46.3026322687500	64	53	0	0	0
47.1428100000000	64	53	62	0	0
47.1597742687500	53	62	0	0	0
47.9999520000000	62	60	52	0	0
48.0169162687500	60	52	0	0	0
48.8570940000000	60	52	0	0	0
49.7142360000000	60	62	55	0	0
49.7312002687500	62	55	0	0	0
50.5713780000000	62	64	60	0	0
50.5883422687500	64	60	0	0	0
51.4285200000000	64	62	55	0	0
51.4454842687500	62	55	0	0	0
52.7142330000000	62	55	60	0	0
52.7374472625000	55	60	0	0	0
53.1428040000000	60	48	52	55	0
54.7704809437500	48	52	55	0	0
54.8570880000000	0	0	0	0	0
