1.80000000000000	72	57	0	0
2.40000000000000	72	57	64	0
3	57	64	74	0
3.60000000000000	76	57	0	0
4.20000000000000	76	57	64	0
4.50000000000000	57	64	77	0
4.80000000000000	57	64	76	0
5.40000000000000	74	55	0	0
6	74	55	62	0
6.60000000000000	55	62	71	0
7.20000000000000	67	55	0	0
7.80000000000000	67	55	62	0
8.10000000000000	55	62	69	0
8.40000000000000	55	62	71	0
9	72	53	0	0
9.60000000000000	72	53	60	0
10.2000000000000	53	60	69	0
10.8000000000000	69	53	0	0
11.4000000000000	69	53	60	0
11.7000000000000	53	60	68	0
12	53	60	69	0
12.6000000000000	71	52	0	0
13.2000000000000	71	52	59	0
13.8000000000000	52	59	68	0
14.4000000000000	64	52	0	0
15	64	52	59	0
15.5015625000000	52	59	0	0
15.6000000000000	52	59	69	0
16.2000000000000	72	57	0	0
16.8000000000000	72	57	64	0
17.4000000000000	57	64	74	0
18	76	57	0	0
18.6000000000000	76	57	64	0
18.9000000000000	57	64	77	0
19.2000000000000	57	64	76	0
19.8000000000000	74	55	0	0
20.4000000000000	74	55	62	0
21	55	62	71	0
21.6000000000000	67	55	0	0
22.2000000000000	67	55	62	0
22.5000000000000	55	62	69	0
22.8000000000000	55	62	71	0
23.4000000000000	72	53	0	0
24	72	53	60	0
24.3000000000000	53	60	71	0
24.6000000000000	53	60	69	0
25.2000000000000	68	52	0	0
25.8000000000000	68	52	59	0
26.1000000000000	52	59	66	0
26.4000000000000	52	59	68	0
27	69	57	0	0
27.6000000000000	69	60	0	0
28.2000000000000	69	64	0	0
28.8000000000000	69	57	60	64
30.5015625000000	57	60	64	0
30.6000000000000	79	48	52	0
32.4000000000000	79	48	52	0
33.3000000000000	48	52	77	0
33.6000000000000	48	52	76	0
34.2000000000000	74	55	0	0
35.4000000000000	55	71	0	0
36	67	55	0	0
36.9000000000000	55	69	0	0
37.2000000000000	55	71	0	0
37.8000000000000	72	57	0	0
39	57	69	0	0
39.6000000000000	69	57	0	0
40.5000000000000	57	68	0	0
40.8000000000000	57	69	0	0
41.4000000000000	71	52	56	0
42.6000000000000	52	56	68	0
43.2000000000000	64	52	56	0
44.9015625000000	52	56	0	0
45	79	48	52	0
46.8000000000000	79	48	52	0
47.7000000000000	48	52	77	0
48	48	52	76	0
48.6000000000000	74	55	0	0
49.8000000000000	55	71	0	0
50.4000000000000	67	55	0	0
51.3000000000000	55	69	0	0
51.6000000000000	55	71	0	0
52.2000000000000	72	53	0	0
52.8000000000000	72	53	60	0
53.1000000000000	53	60	71	0
53.4000000000000	53	60	69	0
54	68	52	0	0
54.6000000000000	68	52	59	0
54.9000000000000	52	59	66	0
55.2000000000000	52	59	68	0
55.8000000000000	69	57	0	0
56.4000000000000	69	60	0	0
57	69	64	0	0
57.6000000000000	69	57	60	64
59.3015625000000	57	60	64	0
59.4000000000000	0	0	0	0
