0	64	48	0	0
0.600000000000000	64	48	62	55
0.611875000000000	62	55	0	0
1.20000000000000	62	55	60	52
1.21187500000000	60	52	0	0
1.80000000000000	60	52	62	55
1.81187500000000	62	55	0	0
2.36937500000000	0	0	0	0
2.40000000000000	64	48	0	0
3	48	64	55	0
3.01187500000000	64	55	0	0
3.60000000000000	55	64	52	0
3.61187500000000	64	52	0	0
4.20000000000000	64	52	55	0
4.21187500000000	64	55	0	0
4.76937500000000	64	0	0	0
4.80000000000000	62	47	0	0
5.40000000000000	47	62	55	0
5.41187500000000	62	55	0	0
6	55	62	53	0
6.01187500000000	62	53	0	0
6.60000000000000	62	53	55	0
6.61187500000000	62	55	0	0
7.16937500000000	62	0	0	0
7.20000000000000	64	48	0	0
7.80000000000000	64	48	67	55
7.81187500000000	67	55	0	0
8.36937500000000	55	0	0	0
8.40000000000000	55	67	52	0
8.41187500000000	67	52	0	0
9	67	52	55	0
9.01187500000000	67	55	0	0
9.56937500000000	67	0	0	0
9.60000000000000	64	48	0	0
10.2000000000000	64	48	62	55
10.2118750000000	62	55	0	0
10.8000000000000	62	55	60	52
10.8118750000000	60	52	0	0
11.4000000000000	60	52	62	55
11.4118750000000	62	55	0	0
11.9693750000000	0	0	0	0
12	64	48	0	0
12.6000000000000	48	64	55	0
12.6118750000000	64	55	0	0
13.2000000000000	55	64	52	0
13.2118750000000	64	52	0	0
13.8000000000000	52	64	55	0
13.8118750000000	64	55	0	0
14.3693750000000	64	0	0	0
14.4000000000000	62	47	0	0
15	47	62	55	0
15.0118750000000	62	55	0	0
15.6000000000000	55	64	53	0
15.6118750000000	64	53	0	0
16.2000000000000	64	53	62	55
16.2118750000000	62	55	0	0
16.7693750000000	0	0	0	0
16.8000000000000	60	48	0	0
17.4000000000000	60	48	55	0
17.4118750000000	60	55	0	0
18	60	55	48	0
18.0118750000000	60	48	0	0
19.1393750000000	60	0	0	0
19.2000000000000	0	0	0	0
