0	60	48
0.600000000000000	48	60
1.20000000000000	67	52
1.80000000000000	52	67
2.40000000000000	69	53
3	53	69
3.60000000000000	67	52
4.80000000000000	65	50
5.40000000000000	50	65
6	64	48
6.60000000000000	48	64
7.20000000000000	62	53
7.80000000000000	62	55
8.40000000000000	60	52
9	60	48
9.60000000000000	67	52
10.2000000000000	52	67
10.8000000000000	65	53
11.4000000000000	53	65
12	64	55
12.6000000000000	55	64
13.2000000000000	62	55
14.4000000000000	67	52
15	52	67
15.6000000000000	65	53
16.2000000000000	53	65
16.8000000000000	64	55
17.4000000000000	55	64
18	62	55
19.2000000000000	60	48
19.8000000000000	48	60
20.4000000000000	67	52
21	52	67
21.6000000000000	69	53
22.2000000000000	53	69
22.8000000000000	67	52
24	65	50
24.6000000000000	50	65
25.2000000000000	64	48
25.8000000000000	48	64
26.4000000000000	62	53
27	62	55
27.6000000000000	60	48
28.8000000000000	0	0
